Year,Date,Setlist
1989,04/29/89,hell in a bucket:sugaree:walkin' blues:brown-eyed women:blow away:stuck inside of mobile:built to last:one more saturday night:china cat sunflower:i know you rider:looks like rain:he's gone:spoonful:drums:i will take you home:the other one:wharf rat:throwin' stones:turn on your love light:u.s. blues:
1989,04/30/89,mississippi half-step:wang dang doodle:stagger lee:when i paint my masterpiece:tennessee jed:we can run:picasso moon:deal:box of rain:iko iko:estimated prophet:eyes of the world:drums:truckin':gimme some lovin':stella blue:around and around:good lovin':it's all over now:baby blue:
1989,05/06/89,jack straw:peggy-o:walkin' blues:they love each other:the race is on:west la fadeaway:just a little light:queen jane approximately:china cat sunflower:i know you rider:let the good times roll:hey pocky way:samson and delilah:ship of fools:playin' in the band:eyes of the world:drums:i will take you home:the wheel:i need a miracle:wharf rat:around and around:not fade away:black muddy river:
1989,05/07/89,iko iko:little red rooster:bertha:me and my uncle:mexicali blues:built to last:picasso moon:bird song:foolish heart:victim or the crime:crazy fingers:man smart-woman smarter:he's gone:drums:the other one:black peter:turn on your love light:knockin' on heaven's door:
1989,05/27/89,touch of grey:greatest story ever told:althea:walkin' blues:iko iko:stuck inside of mobile:bird song:promised land:hell in a bucket:fire on the mountain:blow away:truckin':drums:i will take you home:the other one:wharf rat:turn on your love light:brokedown palace:
1989,06/18/89,foolish heart:jack straw:alabama getaway:queen jane approximately:cold rain and snow:little red rooster:hey pocky way:iko iko:samson and delilah:cumberland blues:saint of circumstance:he's gone:drums:the wheel:i need a miracle:stella blue:around and around:good lovin':u.s. blues:
1989,06/19/89,feel like a stranger:franklin's tower:walkin' blues:candyman:we can run:when push comes to shove:stuck inside of mobile:bird song:china cat sunflower:i know you rider:playin' in the band:crazy fingers:playin' reprise:drums:i will take you home:all along the watchtower:black peter:throwin' stones:not fade away:knockin' on heaven's door:
1989,06/21/89,hideaway:touch of grey:new minglewood blues:ramble on rose:box of rain:dire wolf:when i paint my masterpiece:row jimmy:cassidy:deal:scarlet begonias:hell in a bucket:ship of fools:estimated prophet:eyes of the world:drums:truckin':the other one:morning dew:turn on your love light:brokedown palace:
1989,07/02/89,playin' in the band:crazy fingers:wang dang doodle:we can run:tennessee jed:queen jane approximately:to lay me down:cassidy:don't ease me in:friend of the devil:truckin':he's gone:eyes of the world:drums:the wheel:dear mr. fantasy:hey jude reprise:sugar magnolia:the mighty quinn:
1989,07/04/89,bertha:greatest story ever told:cold rain and snow:walkin' blues:row jimmy:when i paint my masterpiece:stagger lee:looks like rain:deal:touch of grey:man smart-woman smarter:ship of fools:playin' in the band:terrapin station:drums:i will take you home:all along the watchtower:morning dew:not fade away:u.s. blues:
1989,07/07/89,hell in a bucket:iko iko:little red rooster:ramble on rose:stuck inside of mobile:loser:let it grow:blow away:box of rain:scarlet begonias:fire on the mountain:estimated prophet:standing on the moon:drums:the other one:wharf rat:turn on your love light:knockin' on heaven's door:
1989,07/09/89,shakedown street:jack straw:west la fadeaway:victim or the crime:brown-eyed women:queen jane approximately:bird song:china cat sunflower:i know you rider:samson and delilah:built to last:truckin':drums:gimme some lovin':goin' down the road feeling bad:throwin' stones:not fade away:brokedown palace:
1989,07/10/89,feel like a stranger:franklin's tower:walkin' blues:jack-a-roe:when i paint my masterpiece:tennessee jed:the music never stopped:don't ease me in:foolish heart:just a little light:playin' in the band:uncle john's band:drums:iko iko:all along the watchtower:morning dew:sugar magnolia:knockin' on heaven's door:
1989,07/12/89,touch of grey:new minglewood blues:mississippi half-step:just like tom thumb's blues:far from me:cassidy:friend of the devil:promised land:sugaree:man smart-woman smarter:ship of fools:estimated prophet:eyes of the world:drums:i need a miracle:dear mr. fantasy:black peter:turn on your love light:black muddy river:
1989,07/13/89,hell in a bucket:cold rain and snow:little red rooster:tennessee jed:stuck inside of mobile:to lay me down:let it grow:he's gone:looks like rain:terrapin station:drums:i will take you home:the other one:wharf rat:throwin' stones:good lovin':u.s. blues:
1989,07/15/89,bertha:greatest story ever told:candyman:walkin' blues:peggy-o:queen jane approximately:we can run:bird song:foolish heart:victim or the crime:crazy fingers:truckin':smokestack lightning:drums:china doll:all along the watchtower:stella blue:sugar magnolia:brokedown palace:
1989,07/17/89,let the good times roll:feel like a stranger:built to last:me and my uncle:cumberland blues:it's all over now:row jimmy:when i paint my masterpiece:when push comes to shove:the music never stopped:china cat sunflower:i know you rider:playin' in the band:uncle john's band:standing on the moon:drums:the wheel:gimme some lovin':goin' down the road feeling bad:not fade away:and we bid you goodnight:johnny b. goode:
1989,07/18/89,touch of grey:jack straw:jack-a-roe:new minglewood blues:friend of the devil:stuck inside of mobile:bird song:promised land:sugar magnolia:scarlet begonias:man smart-woman smarter:eyes of the world:drums:china doll:dear mr. fantasy:hey jude reprise:throwin' stones:sunshine daydream:the mighty quinn:
1989,07/19/89,hell in a bucket:sugaree:mama tried:mexicali blues:althea:victim or the crime:west la fadeaway:desolation row:deal:box of rain:foolish heart:looks like rain:terrapin station:drums:the other one:the wheel:morning dew:turn on your love light:
1989,08/04/89,bertha:greatest story ever told:althea:mama tried:mexicali blues:good time blues:built to last:queen jane approximately:jack-a-roe:cassidy:deal:truckin':wang dang doodle:crazy fingers:cumberland blues:eyes of the world:drums:the wheel:i need a miracle:stella blue:sugar magnolia:it's all over now:baby blue:
1989,08/05/89,one more saturday night:cold rain and snow:we can run:stagger lee:stuck inside of mobile:row jimmy:let it grow:hey pocky way:playin' in the band:i know you rider:terrapin station:drums:standing on the moon:throwin' stones:not fade away:u.s. blues:
1989,08/06/89,let the good times roll:feel like a stranger:franklin's tower:walkin' blues:ramble on rose:when i paint my masterpiece:bird song:scarlet begonias:fire on the mountain:samson and delilah:ship of fools:man smart-woman smarter:drums:i will take you home:the other one:wharf rat:turn on your love light:johnny b. goode:and we bid you goodnight:
1989,08/17/89,hell in a bucket:sugaree:walkin' blues:jack-a-roe:queen jane approximately:candyman:the music never stopped:don't ease me in:touch of grey:man smart-woman smarter:ship of fools:estimated prophet:eyes of the world:drums:the wheel:gimme some lovin':goin' down the road feeling bad:good lovin':the mighty quinn:
1989,08/18/89,cold rain and snow:new minglewood blues:row jimmy:when i paint my masterpiece:built to last:victim or the crime:bird song:promised land:iko iko:looks like rain:terrapin station:drums:crazy fingers:i need a miracle:stella blue:throwin' stones:turn on your love light:black muddy river:and we bid you goodnight:
1989,08/19/89,let the good times roll:jack straw:we can run:tennessee jed:it's all over now:loser:stuck inside of mobile:box of rain:china cat sunflower:i know you rider:playin' in the band:uncle john's band:playin' reprise:drums:the other one:wharf rat:not fade away:foolish heart:
1989,09/29/89,let the good times roll:feel like a stranger:franklin's tower:wang dang doodle:jack-a-roe:we can run:stuck inside of mobile:bird song:promised land:china cat sunflower:i know you rider:blow away:playin' in the band:terrapin station:drums:i need a miracle:death don't have no mercy:sugar magnolia:the mighty quinn:
1989,09/30/89,bertha:greatest story ever told:west la fadeaway:queen jane approximately:row jimmy:let it grow:iko iko:estimated prophet:truckin':smokestack lightning:drums:i will take you home:the wheel:all along the watchtower:touch of grey:
1989,10/01/89,jack straw:ramble on rose:walkin' blues:built to last:when i paint my masterpiece:just a little light:cassidy:don't ease me in:hell in a bucket:scarlet begonias:man smart-woman smarter:he's gone:drums:the other one:wharf rat:turn on your love light:knockin' on heaven's door:
1989,10/08/89,foolish heart:walkin' blues:candyman:me and my uncle:big river:stagger lee:queen jane approximately:bird song:promised land:help on the way:slipknot!:franklin's tower:victim or the crime:eyes of the world:drums:i need a miracle:the wheel:gimme some lovin':morning dew:and we bid you goodnight:
1989,10/09/89,feel like a stranger:built to last:little red rooster:ramble on rose:we can run:jack-a-roe:stuck inside of mobile:row jimmy:the music never stopped:playin' in the band:uncle john's band:playin' reprise:dark star:drums:death don't have no mercy:dear mr. fantasy:hey jude reprise:throwin' stones:good lovin':attics of my life:
1989,10/11/89,let the good times roll:bertha:greatest story ever told:loser:when i paint my masterpiece:althea:cassidy:just a little light:don't ease me in:china cat sunflower:i know you rider:estimated prophet:terrapin station:drums:the wheel:all along the watchtower:black peter:turn on your love light:baby blue:
1989,10/12/89,hell in a bucket:sugaree:blow away:tennessee jed:queen jane approximately:bird song:jack straw:hey pocky way:cumberland blues:looks like rain:he's gone:drums:the other one:wharf rat:sugar magnolia:brokedown palace:
1989,10/14/89,touch of grey:new minglewood blues:we can run:friend of the devil:mama tried:mexicali blues:help on the way:slipknot!:franklin's tower:foolish heart:man smart-woman smarter:scarlet begonias:truckin':drums:china doll:one more saturday night:black muddy river:
1989,10/15/89,let the good times roll:iko iko:walkin' blues:far from me:row jimmy:victim or the crime:standing on the moon:samson and delilah:just a little light:crazy fingers:estimated prophet:eyes of the world:drums:stella blue:throwin' stones:not fade away:box of rain:
1989,10/16/89,picasso moon:mississippi half-step:feel like a stranger:good time blues:built to last:stuck inside of mobile:let it grow:deal:dark star:playin' in the band:uncle john's band:playin' in the band:drums:i will take you home:i need a miracle:dark star:attics of my life:playin' reprise:and we bid you goodnight:
1989,10/18/89,shakedown street:little red rooster:peggy-o:queen jane approximately:bird song:the music never stopped:china cat sunflower:i know you rider:ship of fools:man smart-woman smarter:terrapin station:drums:gimme some lovin':all along the watchtower:black peter:around and around:good lovin':u.s. blues:
1989,10/19/89,hell in a bucket:west la fadeaway:victim or the crime:built to last:blow away:when i paint my masterpiece:cumberland blues:cassidy:don't ease me in:help on the way:slipknot!:franklin's tower:estimated prophet:eyes of the world:drums:the wheel:dear mr. fantasy:hey jude reprise:death don't have no mercy:turn on your love light:it's all over now:baby blue:
1989,10/20/89,touch of grey:greatest story ever told:candyman:picasso moon:just a little light:tennessee jed:stuck inside of mobile:stagger lee:promised land:california earthquake:hey pocky way:scarlet begonias:fire on the mountain:truckin':the other one:drums:i will take you home:the other one:wharf rat:sugar magnolia:brokedown palace:
